,content
17698,Note   10   Lite 、 A71   看起 來 蠻 不錯 看 的   接下 來 就 三星 旗 鑑機 S20 系列 的 焦點
17699,這個 三星 試圖 搶 回市 佔率 的 用心 以及 動機 很 明顯 三星 的 介面 現在 越改越 不錯 了 回望 臺 灣手 機廠 牌 … 有點 感嘆 啊 …
17700,三星 今年 真是 大 爆發 各式 機種 一項 接一項 的 推出
17701,今年 的 三星 手機 超有 看頭 依據 爆料 功能 還滿 強大 的 看來 很 值得 期待
17702,引頸 期待 的 日子 終於要 來 了 希望 發表 後 也 趕快 有 實機 可以 玩
17703,滿 好看 的 規格 也 很 不錯 以 為 219   比例 就是 最好 的 沒 想到 現在 就 出 一個 229   比例 的
17704,看起 來 蠻 不錯 的 耶 期待 三星 的 發表會
17705,三星   Galaxy   Z   Flip 讓 我實 在 很 期待 阿
17706,看起 來 滿不錯 的 只是 螢幕展 開時 的 229 的 比例 就 滿特別 的 應該 沒什麼 影片 可以 滿版 播放 吧
17707,顏色 滿 美的   但是 229 看 影片 不是 很 方便 阿 但是 看到 背面 真的 好像 冰箱 哈哈哈
17708,這個 顏色 好 漂亮 很 像 化妝盒 很 適合 送 女孩 們 來 使用
17709,這 外形 比 Fold 看起 來 要好看 得 多 了
17710,最近 台灣 三叔 的 升級 變得 上 進許 多 值得 鼓勵
17711,台灣 的 三星 手機終 於 可以 更新 了 真是 不錯
17712,Note   10 、 Note   9 也 更新 囉 真是 不錯
17713,相機 專業 模式 最 常 曝光 30 秒 敲 碗 好久 的 功能 總算 新增 了
17714,三星 也 開始 推送   Adoid   10 更新 了 耶 或許 沒有 最快 提供 但 也 是 不錯 快 了
17715,三星 此次 系統 更新 似乎 有點 未 盡 完善 應該 先 準備 好 再行 動
17716,好 誇張 比 很多 筆電用 的 RAM 都 還要 高 了 科技 進步 之 神速 阿
17717,16g 的 am 是 什麼樣 的 概念 不會 以 後 的 app 都 超大 超佔 記憶體 吧
17718,還好 啦 APP 用量 RAM 越來 越 兇 去年 RAM 超 便宜 我家 裡 PC 都 升級 到 64GB 了
17719,規格 暴衝 手機 背面 也 爆蠢 非常 好 期待 今年 Note 系列 不要 也 淪陷 到 這醜陋 的 鏡頭 設計 ( 雖然 Note10L 已 淪陷 ) TT
17720,S20   Ulta 的 規格 感覺 很 不錯   很 期待 推出
17721,超級 電腦 規格 １ 定貴到 飛起 來 好 期待
17722,相當 期待 呢 畢竟 三星 規格 都 相當 得 不錯
17723,RAM   16GB 再 加上 潛望式 鏡頭售價 或許 可以 和 iPhoe   11Po   max 來 較 勁 一下 了
17724,Galaxy   A   系列 一次 出 那麼 多款 更新 速度 又 快 所以 只有 小 改款 很 合理
17725,A 系列 的 產品 感覺 越做越 好 整合 起來 看來 真的 不錯
17726,三星 賣 很 好 得 A70 改版 了 阿 一直 改版 更新 一直 搶攻 高市 佔率
17727,外型 還蠻 不錯 看 的     規格 也 可以   期待 相機 的 表現
17728,A20 、 A30 、 A50 陸續 慢慢 升級 成   A20s 、 A30s 、 A50s 不止 電池 容量 變大 了 而且 螢幕 變大 了 不用 發表 新手 機 只是 做 改良 就 可以 變成 銷售長 青樹 真的 是 不錯 的 招數
17729,好酷
17730,這 A   系列 美背機 的 顏色 有 像 NOTE10 的 銀色 不錯 看
17731,外型 和 規格 感覺 都 蠻 不錯 的   期待 在 臺 灣 上市
17732,是 很 不錯 選擇
17733,三星   Galaxy   A90   5G   雙色 機背 很 有 特色
17734,三星 手機 在外 觀設 計上 也 下足 功夫 性能 表現 也 不錯 銷售 成績 應該 是 相當 亮眼
17735,還蠻 好看 的 想 看相 機 的 測試 如果 相機 也 不錯 真的 很 吸引 人
17736,最近 好像 不少 手機 的 背面 都 採用 雙色 不過 這支 A90 個 人覺 得 沒 有 很 好看
17737,感覺 這個 兩截式 的 設計 比 較 沒 有 pixel 來 的 那麼 的 好看 不過 三星 的 A 系列 真的 相當 的 厲害
17738,這次 的 手機 造型 看起 來 不錯 顏色 很 美感 覺用 透明 背蓋 就 可以 了
17739,蠻不錯 的 5G 首選 手機
17740,拿 起來 感覺 很 不 順手 欸 假日 再 去 摸摸 看好 了
17741,Galaxy   Fold   2 好 快 阿   感覺 Galaxy   Fold   才 剛剛 發表 但 還是 很 期待 感覺 三星 真的 越做越 好
17742,明年 應該 也 是 s11 分兩種 系列 吧 好 猛
17743,會 期待  
17744,現 在手 機都 主打 相機 功能 了 拍照 的 成像 越來 越 強大
17745,這樣 子產品 更 齊全   一條 龍 一 億畫素 先 讓 a 系列 用 穩定後給 s 系列 用  
17746,108MP   感覺 很 厲害     期待 S11
17747,S10 上市 的 時 後 就 很強   很 期待 明年 的 s11
17748,三星 的 新機 推出 越來 越 快 功能 也 越來 越 好 真的 太厲害 了
17749,這樣 還蠻 期待 的 雖然 也 有 其他 廠 商用 這畫素 的 感光 元件 了 不過 還是 對 三星 的 調教 比 較 有 信心
17750,三星 的 A 系列 真的 相當 的 強大嘗試 各種 創新 的 技術
17751,首先 還是 要 感謝 福利社 版主 時常 準備 很 捧 的 3C 產品 給會員們 兌換  
17752,這個 小確 幸是 我 生活 中 很 捧 的 小點 綴  
17753,大 讚 ▲ 有 一個 3A 的 快 充孔位 哦  
17754,誠意 十足 ▲ 全 新品  
17755,超 讚 ▲ 開箱  
17756,全部 收 一起 就 搞定 這次 換到 這個 商品 真的 很 讚  
17757,看來 明年 的 S11 會 頗 有 看頭 期待
17758,更加 實惠 的   Note   系列 機款 最好 是 價格 能夠 更 為 普及 造福 更 多 的 普羅大眾
17759,這 就是 打鐵 趁熱 看好 N10 系列 熱賣 趕緊 推出 便宜 款 吸引 預算 不足 卻 想要 那 支筆 的 人
17760,應該 是 降 規格 的 有筆 的 版本 對 於 有 想要 用筆 但是 又 嫌現 在 NOTE10 + 太貴 的 用戶 很 適合
17761,要 再 推出 更加 實惠 的 版本 這個 就 令人 期待 了 ote 系列 普遍 來 說 真 很 不錯
17762,更加 實惠 的   Note   系列 機款 也 是 必須 的 不然 價格 真的 太貴 了 啦
17763,初階款 Note 對 於 輕度 使用者 感覺 很 讚 阿 價 格 不 貴 又 有 筆 的 話
17764,很 期待 三星   Note 系列   規格 更好 更 便宜
17765,Galaxy   Note   系列 是 三星 的 最旗 鑑手機   會 期待 更加 實惠會 期待 的 NOTE
17766,推 便宜 的 Note 是 不錯 的 行銷 手法
17767,Note 系列 主打 的 spe 如果 能 在 中階機 上 搭載 也 會 吸引 不少 人 的
17768,看來 有 機會 讓 Note 系列 用 更 便宜 的 價格 讓 大家 享受 到 SPEN 的 魅力
17769,三星 手機 中階 系列 有 機會 和 Note 一樣 有 一 隻 方便 S   pe 讚 啦
17770,面積 更 小 感光 元件 這樣 可以 讓 手機 內部 有 多 的 空間 期待 明年 手機 創新
17771,發表 之 後 還要 再 等 一年 之後如 有 問題 還要 除錯 穩定 可能 是 第二年 但 進步 絕對 是 好事 期待 快速 大幅 提升
17772,看來 感光 也 進化 了   體積 越 小 可以 讓 輕薄 的 手機 有 更好 清晰 影像 GOOD
17773,很 讚 啊 但 如果 閃光燈 能 再 搭 上 Xeo   氙氣 閃光燈 那 就 更 棒 了
17774,所以 是 以後非 旗艦 手機           也 能 有 很棒 的 拍照 效果 的 意思 嗎           如果 是 真的           那 真的 還不錯
17775,這技術 真的 很強 三星 老大哥 全面 化 很 足 不 知道 何時 正式 開始
17776,又 可以 期待 明年 了 希望 能夠 趕快 搭載 使用
17777,好 小 喔 希望 畫質 反而 能 更好 技術 真的 不錯
17778,感覺 很 不錯 的 新款 感光 元件   期待 搭載 這款 產品 的 手機 的 拍照 表現
17779,感光 元件 越用 越 好 明年 的 照相 功能 一定 超強
17780,三星 的 相機 技術 及 螢幕 真的 是 堪稱 一流
17781,三星 也 是 厲害 啊 看來 明年 相機 鏡頭 成像 又 會 更好 了
17782,三星 一步 一步 慢慢 超越 了 哦
17783,三星 摺 疊 手機 和 捲 軸螢 幕 都 是 新 的 科技 真的 很 厲害
17784,好 期待 這種 手機 能夠 問世 喔 不過 相關 的 技術 應該 要 克服 的 很 久 吧
17785,捲 軸式 手機 看 起來 很 有 新意 阿 三星 加油 阿
17786,捲 軸式 手機 也 太 神奇 十分 期待 看到 這種 新技術
17787,這個 卷軸 螢幕 很 像 影集 西部 世界 中 的 東西           看起 來 很 高科技           不過 若 要量 產           應該 也 是 很 久 以 後 的 事
17788,神秘 捲 軸式 手機 看 起來 很 有意思 啊 XDDD 好 有趣
17789,捲 軸螢 幕 只是 一個 概念 目前 科技 還無法 達成 這個 美好 的 概念
17790,卷軸 方式 真的 蠻大膽 的 設計 成功 的 話 手機 的 體積會 大 改變
17791,捲 軸式 手機 也 太 神奇 十分 期待 看到 這種 新技術
17792,其實 想要 買 已經 期待 很久 了 三星   捲 軸式   智慧 手機
17793,神秘 捲 軸式 手機 真的 要 誕生 了 嗎   應該 還有 多 問題 的 延生 待 完成   期待 正式 發布
17794,未來 的 手機 越來 越 有趣 了 卷軸式 螢幕 好玩 多 了
17795,三星 連 A 系列 入門機 都 搭配 超廣角 三鏡頭 那 真是 最佳 性價 比 了
17796,入門機 也 有 超廣角 真的 很 不 錯給 小朋友 或長 輩 應該 不錯
17797,很 有 平價 又 到位 的 感覺  
17798,還有 超廣角 配置 很不錯 喔  
17799,三星   Galaxy   A20s 這 隻 感覺 很 適合 拿 來 搭配 零元 手機 方案 應該 很 不錯
17800,這入 門機 真的 表現 不俗   只是 以經 地球村   在 亞洲   差價 很大   如能 差不多 那 就 更好 了
17801,入門機 也 有 三鏡頭 、 4000mAh 大電量 、 15W 快充 真的 不錯
17802,最近 三星 好像 超越 蘋果 了 三星 真的 好 用心 阿
17803,不錯 哦
17804,很 方便 用來 拍照
17805,可以 當備 用機   長 輩機 也 不錯 喜歡 三星 就 可以 考慮   不然 有 更 多 CP 可以 選 的
17806,三星   Galaxy   A20s   入門機 又 進階 囉 但 價格 一樣 CP 值 很 高應 該會 繼續 進入 前三名 維持 一定 的 好 銷量
17807,這樣 的 價格   規格覺 得 蠻 不錯 的   而且 外型 也 蠻 好看 的
17808,台灣 也 趕快 輸入 吧 像 這些 CP 值不錯 的 手機
17809,哇平價 機種 也 配上 三鏡頭 了 呀 多 了 棵 廣角 實用性 大增 呀 台灣 有 沒 機會 引進 呢
17810,有 三鏡頭 真是 不錯 可惜 它 有 水滴 螢幕
17811,三星   Galaxy   A20s   簡單 來 說 入門備 用機 配置 的 規格 還算 鰻 到位 的
17812,不錯 喔   有照 顧到 低階手機 的 用戶
17813,外型 這樣 感覺 蠻 不錯 的     不 知道 會有 怎樣 的 價格   規格     期待 推出
17814,Galaxy   Bloom 這 名字 很 好 阿 我 覺得 三星 很棒 阿
17815,跟 我 一樣   第一眼 想 N7 的 「 Boom 」   哈哈 應該 說 粉餅 盒 方形 設計 大多 差不多 吧     幫 自己 國家 品牌 順便 打廣告   呵呵
17816,三星 的 摺 疊 螢幕 手機 陸續 推出 代表 新 的 彎曲 螢幕 技術 趨向 穩定 可以 大舉 行銷
17817,感覺現 在 的 摺 疊 手機 都 弄 成 正方形 看起 來 沒 這麼 漂亮
17818,相較 粉餅 盒 設計 我 覺得 moto 的 設計 還比較 好看 經典
17819,這樣 該 說 有 創意 嗎 哈哈哈 我覺 得 Moto   RAZR 比 較帥
17820,感覺 會 很 方便 攜帶 相當 期待 之 後 的 成品 呢
17821,  Galaxy   Boom   很 像 粉餅 盒   體積 小 攜帶 方便
17822,MOTO 刀鋒機 好看 多 了
17823,感覺 造型 相當 特殊 呢 若 是 有 更 多 顏色 一定 更加 可愛
17824,至少 我 周圍 的 女生 並不會 想 拿 這 一支 畢竟 還是 不夠 可愛蘋果 才 是 他們 最 喜歡 的
17825,看 了解 釋 了解 了 wifi6   連 之前 的 起 瞭解 很 好 的 介紹文
17826,了解 圖形 WIFI 有 1 - 6 等級 區分 6 是 個 好 技術 這樣 就行了
17827,感謝 分享 啦 技術 啥事 看 不 太 懂 反正 是 最新 規格 就 好 啦
17828,不過 命名 簡單 點確 實比較 好記
17829,WiFi6 應該 明年 就 會 全面 成為 主流
17830,用數 字 果然 比用 字母 簡單 易懂 得 多 不過 話 說 想要 享受 的 wifi6 的 快感 不但 手機 要 先 支援 連 家用 wifi   AP 也 要 先換 新 到 有 支援 wifi   6 才能 享受 到 看來 真是 牽一 髮 動 全身 阿
17831,有用 到 三防 的 人 可以 考慮 基本上 選 一般 防水 的 s10 就 很 開心 啦
17832,希望 台灣 也 可以 上市 多一個 選擇 也 不錯
17833,感覺 超 適合 工地 使用 不怕 水 不怕 摔   D
17834,感覺 這個 防水 的 功能 真的 相當 的 強大 對 於 有 需要 的 人 應該 有 很大 的 幫助
17835,XCove   Po   三防機 比 一般 的 CP 值高多 了 規格 跟 價格 還有 外觀 都 有 一定 水準 看來 銷量 也 會 不錯
17836,三星 幾乎 任何 機種 都 包 了 機海 的 很 全面     三防 手機 也 是 有 固定 市場 剛好 跟前 一 隻 有 一段 時間     剛好 換機
17837,期待 可以 在 台灣 推出 三防 系列 畢竟 還是 很 有 市場 的
17838,看起 來 很 不錯 不過 價格 上 不 知道 是不是 還是 很 高
17839,三星   Galaxy   S10   Lite   Note   10   Lite 雙機 都 美
17840,兩組 三星 旗艦 手機 lite 版看 起來 都 很 不錯 喜歡 不過 S10   lite   比較 優勢 因為 沒有 耳機 孔比較 先進
17841,很 期待 NOTE10   LITE 的 紅色終 於 有 紅色 的 挑選 了
17842,二支 配置 很 微妙 相互 擁有 對方 沒 有 的 個 人 猜測 開價會 一樣 官方 趕快 公 佈 售價 吧 很 期待 呢
17843,希望 可以 快點 在 台灣 上市 真的 相當 的 期待
17844,機背 的 質感 很漂亮 但 螢幕 上 有 佛祖 痣 就 放棄 了
17845,現在 都 在 等 價格 了 三星 真的 越來 越 有 質感 就算 是 Lite 也 很漂亮
17846,很 期待 NOTE10   LITE 的 紅色終 於 有 紅色 的 挑選 了
17847,想要 有 S   Pe 的 功能 價格 比 原本 Note10 低 一些 的 Note10   lite 真的 是 不錯 的 選擇
17848,感覺 外型 還算 可以 不過 還是 希望 上市 時會 搭配 許多 優惠 活動
17849,以 這個 價格 可以 買到 全新 的 科技 技術 真的 蠻不錯 的 希望 可以 盡快 地 推出
17850,Fold   2 真的 賣 這樣 競爭力 一定 超強 S855 老實 說 很夠 用 囉 這樣 更 期待 囉
17851,那規格 也 不差 呢 跟 ote   10 一樣   用 s855 還是 很棒
17852,旗艦 手機 的 效能 和 系統 搭配 起來 運作 順暢 穩定 的 話 就 很 讚 了
17853,S855 的 性能 也 是 很棒 的 會 這麼 做 就是 為 了 降低 些 售價 只要 真的 反應 出售 價的 區別 相信 會賣 得 很 好
17854,開價 857 美元 左右 給 S855 很 合理 阿快點 推出 吧
17855,40 萬台 不錯 了   只要 價錢壓 不下 來   要 提高 銷售量 應該 還要 加油
17856,全球 40 萬算 不錯   不太算 多   人口比例 問題     可能 未來 普及 變成 不用 手機 的 世界 XD
17857,好想試 玩 看看 三星   Galaxy   Fold   折疊式 螢幕 一 想到 就 覺得 很酷
17858,銷售 數量 約 在   4050   萬之間 真的 是 很 不錯 的 銷售 數字 這樣 看 還是 可以 知道 很多 人 真的 都 很 願 意嘗鮮
17859,第一支 摺 疊 螢幕 手機 就 可以 賣到 這個 數字 應該 算是 很 好 了
17860,還 真的 很 驚訝 三星   Galaxy   Fold 銷售 有 40 萬台 恭喜
17861,GalaxyFold   在 全球 至少 銷售 了   40   萬台還 真是 可喜 可賀   可以 期待 下一代
17862,三星 從 Fold 的 研發 與 量 產應 該 學到 不少 對 未來 第二代 第三代 摺 疊 手機
17863,看起 來 很 不 錯筆 和 價錢 應該 是 加分點
17864,Note   10   Lite 爆料 那麼 久 總算要 發表 囉 超級 期待 的 價格開 的 不錯 應該 賣 的 不錯
17865,這次 三星 的 ote 系列 lite 版規格 配備 很 到位 亮點 s   pe 也 具備 希望 售價 也 會 吸引 目光
17866,Note   10   lite 的 規格 還算 可以   外型 也 不錯 看 再 來 就是 期待 價格 了
17867,這 就是 我要 的 三星 手機 啊 可惜 太晚 推出 我 已 經有   Galaxy   Note   9   了
17868,看來 是 很 不錯 的 手機 但 不 知道 價格 有 沒 有 辦法 很 優惠 了
17869,好像 大家 都 不 很 看好 這 隻 有 筆應 該 悔 有 讓 人 想 買 的 意願 只要 售價 很 超值
17870,期待 1 / 13   三星 台灣 媒體 發表   Galaxy   S10   Lite 、 Galaxy   Note   10   Lite   的 正是 規格
17871,期待 實機 體驗 一下 不過 以 為 筆會 有 撞色 一下
17872,S   Pe 的 功能 大致 與 正規 Note 一樣 就 蠻 有 吸引力 的
17873,拍照 不 知道 會不會 也 有 ote   10 的 實力 真的 好 期待
17874,非常 期待 這個 功能   我 很 想要 也 很 需要
17875,感覺 稍微 練 一下 就 能 用 了 喔 畢 竟鍵 盤 也 會 在 螢幕 上 顯示 期待 這技術 的 推出
17876,好酷 的 功能 可以 讓 打字 快 很多
17877,很 有意思 的 隱 形鍵盤 希望 有 一天 可以 試試 看
17878,這種 只 在 電影 中 看到 的 科技 要成 真 了 嗎           感覺 非常 酷炫耶           這樣 可以 吸引 更多人 使用 三星 手機
17879,這個 厲害 但是 沒有 打字 的 實感 感覺 很 容易 會 打錯 字 欸 哈哈哈
17880,感覺 很酷 的 技術     不過 要 盲打     感覺 蠻 難 的
17881,感覺 是 不錯 的 技術 呢 相當 的 優 科技 感 很 期待
17882,三星   SelfieType   虛擬鍵 盤技術 看 起來 真的 很 像 科幻 電影 中 的 情節 真是 酷炫 啊
17883,這 科技 也 太 具有 科技 感 了 吧 好 期待 看到 實際 的 應用
17884,感覺 超酷 的 功能 不 知道 使用 起來 好不好 用
17885,很 有 科技 感不過 這樣 蠻 擔心準 確性 的 畢竟 不 知道 真的 按鍵 位置 在 哪裡
